term,tfidf,chi,status
PERSON delighted,0.0005744932357640411,17.49165403456373,selected
PERSON doubt,0.0005236735900436623,17.49165403456373,selected
anticipate,0.0005131202498350799,17.485278261495385,selected
industrialise,0.00044341719015272585,17.481779265199744,selected
month high,0.0004608849446726554,17.481779265199744,selected
company would,0.0003814688318753807,17.481779265199744,selected
figure come,0.00041994975990012224,17.481779265199744,selected
PERSON expect,0.0017829264248035597,17.480204081396508,selected
badly,0.0012508072653345706,17.47846855639908,selected
piece,0.0011388272429726392,17.471679263209275,selected
neck,0.0006546077513689703,17.469208403620915,selected
dream,0.0010184563822991423,17.456725892579886,selected
inspire,0.0007407031915410502,17.44783266999094,selected
lucky,0.0005601037068631788,17.444658165265594,selected
explain PERSON,0.0007677508026705168,17.443636664467125,selected
PERSON feature,0.0004992831593332093,17.441032385266414,selected
would mean,0.0008521847914210212,17.432199425403084,selected
NUM date,0.0003869971481454315,17.40552354166828,selected
foreign language,0.0003485855635863757,17.40552354166828,selected
NUM box,0.00032966538179845525,17.40552354166828,selected
NUM release,0.0004334685526838864,17.40552354166828,selected
licence,0.0009129399719241023,17.396928651608143,selected
metal,0.0007620682931102064,17.381506448260737,selected
steady,0.0004899833899656748,17.3811688632752,selected
assessment,0.0008212134647909533,17.380735481703006,selected
beer,0.0008343874902926462,17.37009361589606,selected
limited,0.0010111407356858716,17.35274328110235,selected
tremendous,0.0008702044999711828,17.345288439034864,selected
superior,0.0004270980543477379,17.339731317334053,selected
government NUM,0.0005018409701141463,17.338573315256983,selected
competitiveness,0.00045436410605284567,17.338573315256983,selected
conclusion,0.0003929340418393142,17.338552616139545,selected
song call,0.0001912036046555715,17.336285123681463,selected
new series,0.0002742514162943248,17.336285123681463,selected
keep legacy,0.00016431784880502126,17.336285123681463,selected
supporting,0.00015571676729262058,17.336285123681463,selected
support role,0.00017756562181041368,17.336285123681463,selected
darkness,0.0001830586355661964,17.336285123681463,selected
PERSON supernatural,0.00014504680163927565,17.336285123681463,selected
actor role,0.00017512293874067877,17.336285123681463,selected
actor prize,0.00016876324223597352,17.336285123681463,selected
international album,0.00017591468715408097,17.336285123681463,selected
thunderbirds,0.00018756920781549564,17.336285123681463,selected
PERSON drummer,0.0001837827005119108,17.336285123681463,selected
sign record,0.0001882219726758189,17.336285123681463,selected
acting,0.00022144461992795793,17.336285123681463,selected
act category,0.00012950196039792164,17.336285123681463,selected
see film,0.00016521816626637438,17.336285123681463,selected
remake PERSON,0.00013347594615294083,17.336285123681463,selected
rem,0.00033514493057430316,17.336285123681463,selected
worldwide include,0.00019254029118821048,17.336285123681463,selected
PERSON channel,0.0001885819016915966,17.336285123681463,selected
PERSON drama,0.00017702874869265768,17.336285123681463,selected
NUM oscars,0.00018720479993764198,17.336285123681463,selected
say band,0.00014266566094477042,17.336285123681463,selected
say aviator,0.00017291129724759436,17.336285123681463,selected
airing,0.00017043002982824952,17.336285123681463,selected
autobiographical,0.00019143944639803855,17.336285123681463,selected
protege,0.00016182064232673823,17.336285123681463,selected
aviator win,0.00015875326522550465,17.336285123681463,selected
aviator NUM,0.00018144172545946741,17.336285123681463,selected
know music,0.00017523923507089888,17.336285123681463,selected
release uk,0.0001646177537692917,17.336285123681463,selected
neverland PERSON,0.0001320755391479721,17.336285123681463,selected
soul singer,0.00016981277819536474,17.336285123681463,selected
soul PERSON,0.00011571726112011722,17.336285123681463,selected
doors,0.00023889488988513216,17.336285123681463,selected
NUM concert,0.00018766119080041842,17.336285123681463,selected
world music,0.00022681931830129717,17.336285123681463,selected
drama vera,0.00014585696273311145,17.336285123681463,selected
PERSON category,0.00018508346397109218,17.336285123681463,selected
scottish music,0.0001871987733014487,17.336285123681463,selected
70,0.00021457056376849253,17.336285123681463,selected
base upon,0.0001972589137131264,17.336285123681463,selected
preachers,0.0002354223982687216,17.336285123681463,selected
vote bbc,0.0001294172216319111,17.336285123681463,selected
street preachers,0.0002354223982687216,17.336285123681463,selected
shall dance,0.00025524215068371597,17.336285123681463,selected
main award,0.00013046468162792948,17.336285123681463,selected
filthy,0.00019429412706317725,17.336285123681463,selected
films,0.0001850349410805771,17.336285123681463,selected
filming due,0.00023499758282789497,17.336285123681463,selected
dance routine,0.00016613478348962086,17.336285123681463,selected
dance act,0.00018007674369357318,17.336285123681463,selected
south bank,0.0002778308277909548,17.336285123681463,selected
hotel rwanda,0.00018971503159343462,17.336285123681463,selected
horror film,0.00021373709409279977,17.336285123681463,selected
screen bbc,0.00020536223126642583,17.336285123681463,selected
screen PERSON,0.00014326028282074293,17.336285123681463,selected
scream,0.00011494656275944781,17.336285123681463,selected
nirvana,0.0003046943288288854,17.336285123681463,selected
toy soldiers,0.00024939330779981557,17.336285123681463,selected
include motorcycle,0.00017109276134072624,17.336285123681463,selected
PERSON etc,6.690363566363416e-05,17.336285123681463,selected
PERSON episode,0.00016997960025340807,17.336285123681463,selected
theatrical,0.00018877558791866126,17.336285123681463,selected
thank family,0.0001366174890758685,17.336285123681463,selected
honour good,0.00015387110475527342,17.336285123681463,selected
ant dec,0.00020421905206615174,17.336285123681463,selected
PERSON screen,0.0001786452591804925,17.336285123681463,selected
PERSON scoop,0.00014090984543090022,17.336285123681463,selected
write screenplay,0.00022608019442916253,17.336285123681463,selected
PERSON critically,0.00019638252419771984,17.336285123681463,selected
film tell,0.00017564153721597454,17.336285123681463,selected
film right,0.00022113385607617345,17.336285123681463,selected
award host,0.00016967350542688916,17.336285123681463,selected
award hold,0.00022106123246112017,17.336285123681463,selected
award hand,0.00023681469598688148,17.336285123681463,selected
lyricist,0.00013305682383815427,17.336285123681463,selected
choice awards,0.0002511145048735827,17.336285123681463,selected
choice award,0.00019148660479160578,17.336285123681463,selected
film receive,0.0002006480155812504,17.336285123681463,selected
due begin,0.00024772064543981015,17.336285123681463,selected
nbc network,0.0002134769128225415,17.336285123681463,selected
sell album,0.00011908844985677205,17.336285123681463,selected
kodak theatre,0.00017064012784941785,17.336285123681463,selected
film prize,0.00022931738639157332,17.336285123681463,selected
gentleman,0.0001805598903982318,17.336285123681463,selected
genius PERSON,0.00017394940837851846,17.336285123681463,selected
award film,0.00019561430982637952,17.336285123681463,selected
award beat,0.00017256856142662094,17.336285123681463,selected
award well,0.00014393240696063283,17.336285123681463,selected
award venice,0.00017297293327900168,17.336285123681463,selected
NUM musical,0.00021846247269613587,17.336285123681463,selected
film portray,0.00020293743148387685,17.336285123681463,selected
film people,0.0001745609195813458,17.336285123681463,selected
film new,0.00016896069903231636,17.336285123681463,selected
film life,0.0002101025265901435,17.336285123681463,selected
relations,0.00017365386095436047,17.336285123681463,selected
national treasure,0.0002829266519487649,17.336285123681463,selected
hollywood reporter,0.0001987332486500427,17.336285123681463,selected
television series,0.00021562761826531132,17.336285123681463,selected
NUM disc,0.00021657588030602414,17.336285123681463,selected
witty,0.00014227943550121217,17.336285123681463,selected
early morning,0.00014322275064254577,17.336285123681463,selected
shrek NUM,0.00014798846774771656,17.336285123681463,selected
shrek,0.00014798846774771656,17.336285123681463,selected
showcase good,0.00017722660615707354,17.336285123681463,selected
presenter bbc,0.00018433811271433823,17.336285123681463,selected
film lead,0.0001816170564587033,17.336285123681463,selected
film follow,0.0002465305485582079,17.336285123681463,selected
film fellow,0.00018103507938824784,17.336285123681463,selected
lose translation,0.0002038933521288606,17.336285123681463,selected
film compete,0.00019084136214961832,17.336285123681463,selected
film chart,0.0001857576564188778,17.336285123681463,selected
film around,0.00019978793254138967,17.336285123681463,selected
festival run,0.0001851243073972532,17.336285123681463,selected
festival hold,0.00021196967517806667,17.336285123681463,selected
festival NUM,0.00020214621480794346,17.336285123681463,selected
female prize,0.0001412340936443612,17.336285123681463,selected
last album,0.00017472046954756772,17.336285123681463,selected
pierre jeunet,0.0001895858257585343,17.336285123681463,selected
pierre,0.0001895858257585343,17.336285123681463,selected
reggae,0.0003003889516060907,17.336285123681463,selected
role closer,0.00014506807633585632,17.336285123681463,selected
rock pop,9.278387881572181e-05,17.336285123681463,selected
rock act,0.00012402588501369687,17.336285123681463,selected
road trip,0.0001954489728830212,17.336285123681463,selected
speakerboxxx love,0.0002094067989187308,17.336285123681463,selected
speakerboxxx,0.0002094067989187308,17.336285123681463,selected
spawn NUM,0.00014944831297454152,17.336285123681463,selected
musically,0.00013737595125479164,17.336285123681463,selected
osbournes,0.0002866638569975171,17.336285123681463,selected
music mogul,0.00017922109079814973,17.336285123681463,selected
music hall,0.00018758962639563593,17.336285123681463,selected
music good,0.00010860657831380382,17.336285123681463,selected
roses,0.00017597233721984763,17.336285123681463,selected
chart take,0.00018874942833113317,17.336285123681463,selected
version know,0.00018547395133706763,17.336285123681463,selected
hit single,0.00018527963824532188,17.336285123681463,selected
hit number,0.00017552041470612797,17.336285123681463,selected
history boys,0.00034657302863580014,17.336285123681463,selected
muse,0.00024078422988652395,17.336285123681463,selected
band sell,0.00020517189321898343,17.336285123681463,selected
band release,0.00011658422194033439,17.336285123681463,selected
reunite PERSON,0.00018036719315608104,17.336285123681463,selected
previous film,0.00017527415348454729,17.336285123681463,selected
critical acclaim,0.00014559628882404775,17.336285123681463,selected
critics,0.00030883186238070404,17.336285123681463,selected
music say,0.00018783928127577868,17.336285123681463,selected
showbusiness,0.00021428414958616694,17.336285123681463,selected
show include,0.00020137713239988802,17.336285123681463,selected
show go,0.00018706670401956622,17.336285123681463,selected
nomination go,0.00017128213006378123,17.336285123681463,selected
funeral,0.00016972548208067108,17.336285123681463,selected
manic street,0.0002354223982687216,17.336285123681463,selected
manic,0.00030078674973394793,17.336285123681463,selected
punk band,0.00021247599933908138,17.336285123681463,selected
audition,0.0001631318654001172,17.336285123681463,selected
audience make,0.00015684056404509744,17.336285123681463,selected
audience fall,0.00019408866247741557,17.336285123681463,selected
charity single,0.0002225612983837902,17.336285123681463,selected
PERSON nelly,0.00019712976955311946,17.336285123681463,selected
include well,0.00022691483270878023,17.336285123681463,selected
PERSON comic,0.00021555614638167712,17.336285123681463,selected
include nomination,0.00018860354935122366,17.336285123681463,selected
show feature,0.0002622718301462932,17.336285123681463,selected
give award,0.0001933031983626495,17.336285123681463,selected
choose winner,0.00021386131568153807,17.336285123681463,selected
babysitter,0.0001794077588509591,17.336285123681463,selected
baby sideways,0.00017324542985542102,17.336285123681463,selected
us record,0.00015574008769459662,17.336285123681463,selected
us reach,0.0001486773141752533,17.336285123681463,selected
female artist,0.00013801810928026372,17.336285123681463,selected
black music,0.0001733947406669191,17.336285123681463,selected
black PERSON,0.00013750816534264132,17.336285123681463,selected
romeo,0.0001724888497940338,17.336285123681463,selected
romantic drama,0.00016639280527443949,17.336285123681463,selected
role eternal,0.00014389543633858896,17.336285123681463,selected
music especially,0.0001258989030520037,17.336285123681463,selected
music career,0.00016413783648339505,17.336285123681463,selected
PERSON remake,0.0001566345662223197,17.336285123681463,selected
american film,0.00019123536992329658,17.336285123681463,selected
tv host,0.00021339420244215605,17.336285123681463,selected
american box,0.00018231356069315608,17.336285123681463,selected
story young,0.00018836510283670835,17.336285123681463,selected
mercury music,0.00014874449913348183,17.336285123681463,selected
actors guild,0.0001965702846672171,17.336285123681463,selected
men,0.00015293828766001644,17.336285123681463,selected
associate PERSON,0.00013478735000630102,17.336285123681463,selected
go hammer,0.00023829701522369513,17.336285123681463,selected
globe awards,0.00018126317069722342,17.336285123681463,selected
actor say,0.00015992762928337316,17.336285123681463,selected
sketch,0.0001835007236428978,17.336285123681463,selected
diary PERSON,0.00016099259034663767,17.336285123681463,selected
novelist,0.00020131436655451853,17.336285123681463,selected
savage,0.00020854968931025055,17.336285123681463,selected
old soul,0.000151531421481825,17.336285123681463,selected
PERSON thriller,0.00020102230184735655,17.336285123681463,selected
PERSON door,0.00017031446744746802,17.336285123681463,selected
like toy,0.00022085365182689971,17.336285123681463,selected
ticket sell,0.00016984229862419446,17.336285123681463,selected
cesar,0.0003442696408849988,17.336285123681463,selected
come together,0.0001586140558240245,17.336285123681463,selected
brit award,0.00022930032238944868,17.336285123681463,selected
winner choose,0.00019978077134353092,17.336285123681463,selected
winner bbc,0.00019978077134353092,17.336285123681463,selected
much love,0.0001990584677048876,17.336285123681463,selected
mtv europe,0.00020756825653590926,17.336285123681463,selected
mtv base,9.688917949727482e-05,17.336285123681463,selected
bangkok international,0.00022386590699838158,17.336285123681463,selected
band win,0.0001668818844657199,17.336285123681463,selected
become new,0.00020152396954079346,17.336285123681463,selected
comedy meet,0.00019219062244333555,17.336285123681463,selected
royal academy,0.00020703170230102882,17.336285123681463,selected
outkast PERSON,0.0002445404878179993,17.336285123681463,selected
wine comedy,0.00016684555622394087,17.336285123681463,selected
PERSON art,0.00022221454190682216,17.336285123681463,selected
PERSON thrilled,0.00015035229379742424,17.336285123681463,selected
NUM attract,0.00017053710111881206,17.336285123681463,selected
us critic,0.00023227704509396122,17.336285123681463,selected
goat,0.0002486466078036639,17.336285123681463,selected
us rapper,0.0002067445891721022,17.336285123681463,selected
cinema award,0.0002802103056464741,17.336285123681463,selected
miami,0.00022865843104232793,17.336285123681463,selected
park city,0.0002055378634542293,17.336285123681463,selected
sequel meet,0.00020242263993625832,17.336285123681463,selected
accord studio,0.00019915291203914087,17.336285123681463,selected
odeon,0.00020287076073932536,17.336285123681463,selected
odd NUM,0.000299898354640612,17.336285123681463,selected
number one,0.00024229936369574536,17.336285123681463,selected
british artist,0.00015373919386980965,17.336285123681463,selected
metal band,0.0001700296799040148,17.336285123681463,selected
great music,0.00012325694518052394,17.336285123681463,selected
producers,0.00019308031238661017,17.336285123681463,selected
produce PERSON,0.000187299445650583,17.336285123681463,selected
office record,0.00020677343943560476,17.336285123681463,selected
former westlife,0.00020137329110998158,17.336285123681463,selected
abortionist,0.00015486269678798318,17.336285123681463,selected
abortion drama,0.00015767685992372832,17.336285123681463,selected
boyfriend PERSON,0.00022040009574951866,17.336285123681463,selected
manage pull,0.000197285557170699,17.336285123681463,selected
europe awards,0.00019131852002090394,17.336285123681463,selected
album sell,0.00021874511792820817,17.336285123681463,selected
play live,0.00021868757708869756,17.336285123681463,selected
NUM hollywood,0.00016903542923437677,17.336285123681463,selected
non fiction,0.000202576668689143,17.336285123681463,selected
real talent,0.00010591464228560876,17.336285123681463,selected
unedited,0.00021382144995877407,17.336285123681463,selected
say woman,0.0002074613532249498,17.336285123681463,selected
cd album,0.00017592325448099468,17.336285123681463,selected
movie version,0.00015948180660915344,17.336285123681463,selected
broadcast us,0.00019470674710765312,17.336285123681463,selected
record also,0.0001611399392830549,17.336285123681463,selected
broadway,0.0004833933076338981,17.336285123681463,selected
ballet,0.00046555471223504164,17.336285123681463,selected
ballad,0.0002458417488554358,17.336285123681463,selected
band bust,0.00018473453164164866,17.336285123681463,selected
us actor,0.0002112559763130324,17.336285123681463,selected
good comedy,0.00023984648125113806,17.336285123681463,selected
golden lion,0.00017297293327900168,17.336285123681463,selected
artist year,0.00023028911571314453,17.336285123681463,selected
enduring,0.00015913934460100803,17.336285123681463,selected
broadcast NUM,0.00016516195365442795,17.336285123681463,selected
morrissey,0.00035751470069390705,17.336285123681463,selected
PERSON queen,0.0002416475591870435,17.336285123681463,selected
group good,9.442054337493118e-05,17.336285123681463,selected
bridget jones,0.00019219198320174236,17.336285123681463,selected
bridget,0.00019219198320174236,17.336285123681463,selected
good hip,0.00013464324837007198,17.336285123681463,selected
good female,0.00021838058558641495,17.336285123681463,selected
urban act,0.0001640476410925773,17.336285123681463,selected
title album,0.0001816377948472254,17.336285123681463,selected
soldiers,0.00024939330779981557,17.336285123681463,selected
production NUM,0.00016324461324523112,17.336285123681463,selected
directing,0.00022972151929131476,17.336285123681463,selected
accord hollywood,0.0002130109974979346,17.336285123681463,selected
good song,0.00022077317128159972,17.336285123681463,selected
sale friday,0.000222102435454564,17.336285123681463,selected
uk single,0.00014285651715581992,17.336285123681463,selected
uk nominee,0.00016532699480180282,17.336285123681463,selected
hall fame,0.00018823552795211822,17.336285123681463,selected
cent PERSON,0.00033659184968019205,17.336285123681463,selected
director prize,0.00012305987009457358,17.336285123681463,selected
say ticket,0.00019572424584459467,17.336285123681463,selected
explore new,0.00019185112904177416,17.336285123681463,selected
animate feature,0.00020109836606244745,17.336285123681463,selected
jailhouse rock,0.00020155962135410041,17.336285123681463,selected
jailhouse,0.00020155962135410041,17.336285123681463,selected
itv1 see,0.00017702874869265768,17.336285123681463,selected
actor NUM,0.00026826107294818644,17.336285123681463,selected
rap star,0.0002410106813541614,17.336285123681463,selected
exhibitor relations,0.00017365386095436047,17.336285123681463,selected
entertainer,0.00019571704844279636,17.336285123681463,selected
chart album,0.00017689121659034195,17.336285123681463,selected
concert feature,0.00016084751276626845,17.336285123681463,selected
concert NUM,0.00020739908521637436,17.336285123681463,selected
PERSON alongside,0.00017862248562106736,17.336285123681463,selected
provide voice,0.00016710006199765104,17.336285123681463,selected
enjoyment,0.00019839496641441376,17.336285123681463,selected
available across,0.00016871277557957876,17.336285123681463,selected
PERSON crime,0.0002094009070913385,17.336285123681463,selected
top north,0.00019313181738051067,17.336285123681463,selected
top film,0.00018299335496409002,17.336285123681463,selected
pop song,0.00017142063469727605,17.336285123681463,selected
pop idol,0.00012936268987407778,17.336285123681463,selected
pop band,0.00018473453164164866,17.336285123681463,selected
burst onto,0.00020677903138463763,17.336285123681463,selected
nudity,0.00024535509770957014,17.336285123681463,selected
impresario,0.00019992714997585657,17.336285123681463,selected
unsuitable,0.0002005253788855269,17.336285123681463,selected
rwandan genocide,0.0002064547973394459,17.336285123681463,selected
rwandan,0.0002064547973394459,17.336285123681463,selected
PERSON sound,0.00012885262310281212,17.336285123681463,selected
bad language,0.00019460934807402576,17.336285123681463,selected
prize award,0.0001854479012492019,17.336285123681463,selected
british actress,0.00020568099037594396,17.336285123681463,selected
british television,0.000216653093947748,17.336285123681463,selected
mama,0.0001569238080909492,17.336285123681463,selected
star appear,0.0001746197066810707,17.336285123681463,selected
malibu,0.00024990802974983825,17.336285123681463,selected
phantom opera,0.00022542614177258898,17.336285123681463,selected
phantom,0.00022542614177258898,17.336285123681463,selected
great american,0.00018183564651759858,17.336285123681463,selected
lionel,0.00018605353310079326,17.336285123681463,selected
lion award,0.00017297293327900168,17.336285123681463,selected
studio estimate,0.00019915291203914087,17.336285123681463,selected
talent say,0.00016308064162042776,17.336285123681463,selected
alleged incident,0.0002154269115721757,17.336285123681463,selected
album say,0.0001968313607712433,17.336285123681463,selected
album dismantle,0.00021183568439534357,17.336285123681463,selected
album confessions,0.00015573233375362522,17.336285123681463,selected
vertigo,0.0001894489098219209,17.336285123681463,selected
abc network,0.00018108293389682386,17.336285123681463,selected
office film,0.00019965139628560984,17.336285123681463,selected
year success,0.0001845622565718568,17.336285123681463,selected
dec PERSON,0.00018198657071516572,17.336285123681463,selected
title good,0.00014725921037731405,17.336285123681463,selected
dead man,0.0001806655661810345,17.336285123681463,selected
nighty night,0.0001818930441643087,17.336285123681463,selected
nighty,0.0001818930441643087,17.336285123681463,selected
supernatural,0.00014504680163927565,17.336285123681463,selected
cesar film,0.00018579016182879287,17.336285123681463,selected
1940,0.00018499611970935797,17.336285123681463,selected
debut us,0.00019913946964233764,17.336285123681463,selected
superhero,0.00028199202143197274,17.336285123681463,selected
translation,0.0002038933521288606,17.336285123681463,selected
song like,0.0001763052045049886,17.336285123681463,selected
publicist PERSON,0.00022260277685720966,17.336285123681463,selected
nominate oscars,0.00017882950326461973,17.336285123681463,selected
jeunet,0.00027458021112617456,17.336285123681463,selected
scrub,0.00017633568705860024,17.336285123681463,selected
screenplay PERSON,0.00021311600251848944,17.336285123681463,selected
screenplay NUM,0.00019704902404449353,17.336285123681463,selected
bear award,0.00020610705180398707,17.336285123681463,selected
indecency law,0.00020386165838858845,17.336285123681463,selected
thrilled,0.00015035229379742424,17.336285123681463,selected
secrets,0.00017640188248408938,17.336285123681463,selected
usher PERSON,0.00034994966426787633,17.331603240332758,selected
fund raise,0.0002574235481350362,17.331603240332758,selected
british hope,0.00023908699085833777,17.331603240332758,selected
also tip,0.00026535653930739563,17.331603240332758,selected
memorable,0.00030019209077193745,17.331603240332758,selected
relief fund,0.0003031517128240707,17.331603240332758,selected
also name,0.0003282581006258694,17.331603240332758,selected
celebrate PERSON,0.0002375571843082881,17.331603240332758,selected
belong PERSON,0.00030642698293967073,17.331603240332758,selected
young man,0.0003387110547598433,17.331603240332758,selected
scene PERSON,0.00023317299625522575,17.331603240332758,selected
strategist,0.0007129739482033053,17.31877086158075,selected
money raise,0.0003402090403932772,17.313406313005945,selected
coldplay PERSON,0.0003237833848891036,17.313406313005945,selected
also PERSON,0.0002298395823314044,17.313406313005945,selected
know name,0.0002426942820638508,17.313406313005945,selected
bombay,0.0004034723523553484,17.313406313005945,selected
good group,0.00026114629950642647,17.313406313005945,selected
memorabilia,0.00031567800911550583,17.313406313005945,selected
lost,0.00035718930546843575,17.313406313005945,selected
tv series,0.00038174512141241247,17.313406313005945,selected
highest,0.0003377477935940084,17.313406313005945,selected
british star,0.00025972837116340197,17.313406313005945,selected
fox PERSON,0.00040784338059519,17.313406313005945,selected
entourage,0.00032776141060360817,17.313406313005945,selected
favourite NUM,0.0002720023038449917,17.313406313005945,selected
practical,0.00040941864283835724,17.302217291453502,selected
office national,0.0005154517339719686,17.296552448928246,selected
low level,0.0005476018788238996,17.296552448928246,selected
people uk,0.0003260578628843397,17.280315856867677,selected
loose,0.000564919000412035,17.27643646746221,selected
uk NUM,0.0009526805763759771,17.260864710450818,selected
breach,0.0012186237674304337,17.256078102996174,selected
restrict,0.0005812452963954691,17.25478725894624,selected
personal datum,0.00027114991975742716,17.243768729365108,selected
game could,0.00034994082220421246,17.243768729365108,selected
precisely,0.00025244721559137515,17.243768729365108,selected
thwart,0.0002848944562035729,17.243768729365108,selected
already say,0.00025550740699898446,17.243768729365108,selected
mail send,0.0003179514950313315,17.243768729365108,selected
research NUM,0.00024800917690568204,17.243768729365108,selected
unwanted,0.0003148800376861823,17.243768729365108,selected
state PERSON,0.0006641209005409736,17.238763753649263,selected
PERSON australian,0.000624479491454275,17.233355468284444,selected
transfer,0.0014272039169415315,17.229370269793517,selected
NUM march,0.0026637323719340858,17.224236716303597,selected
PERSON name,0.0016152217787455602,17.211522324167,selected
PERSON total,0.0007031116970636187,17.209999702421207,selected
curb,0.0004893459817069389,17.2099947982763,selected
PERSON hand,0.0007020103397292089,17.209762277752436,selected
NUM problem,0.00037349577564158476,17.208322858398304,selected
PERSON sunday,0.0007232900856000159,17.204714477364615,selected
brilliant,0.0006370219254499981,17.19633103490289,selected
academic,0.0004275712856487023,17.193089628230148,selected
system could,0.00037524574347118367,17.193089628230148,selected
block,0.0019371569902344192,17.18701065231182,selected
brighton,0.00031591673965518906,17.16311937200442,selected
enforcement,0.0003225109734339653,17.16311937200442,selected
representation,0.0004156616298326765,17.16311937200442,selected
indefinitely,0.0003308108590916989,17.16311937200442,selected
PERSON voter,0.00047276471686120015,17.16311937200442,selected
doctor,0.0011842839178176118,17.11557220722716,selected
represent,0.002449696375421586,17.115254301842203,selected
steel,0.0008030213411036681,17.114433740087513,selected
accessible,0.0005901113938768503,17.11017476492365,selected
excess,0.00048227074529615945,17.105194919376785,selected
PERSON poor,0.0007514254512300633,17.100885894579793,selected
raise money,0.0005761705845078349,17.100756095110913,selected
determined,0.0008291451658293064,17.097520135391196,selected
last summer,0.0006596757999259685,17.092898912145806,selected
morgan,0.0006146096543439956,17.089014566184556,selected
though,0.0030027038772733722,17.087908590525466,selected
tear,0.0008905512304983307,17.0621013907054,selected
fiction,0.0006797492319163476,17.040340852753445,selected
PERSON family,0.001039569366883365,17.039319883667112,selected
year later,0.0006423139439145364,17.034123409836134,selected
track,0.0028002379524225403,17.033908202357942,selected
closely,0.0012411229396819782,17.030654908073533,selected
anybody,0.0007762215078961399,17.022178835274282,selected
amazing,0.0007407777847692741,17.01058738332867,selected
attend,0.0019521955867387389,17.009166717473995,selected
NUM report,0.0008430087059890692,17.00615431024335,selected
discover,0.0011592941147599166,17.00523125863945,selected
past PERSON,0.0007687317354055683,17.0016673404925,selected
bafta award,0.0004256119301955351,16.9942227120981,selected
accompany,0.0008343251220651367,16.9854278986233,selected
overturn,0.0008330166399711957,16.972008951574836,selected
context,0.000645717433107665,16.96373937677937,selected
top spot,0.0007396566103199096,16.96015033144523,selected
priority,0.0010975668112323705,16.953174540732483,selected
stamp,0.0006534951767070503,16.94572230539574,selected
whip,0.0004604218614208147,16.94572230539574,selected
complicated,0.00029861419180418554,16.927977954623977,selected
NUM although,0.0008814916361326203,16.923177395677083,selected
NUM number,0.0012308828123750813,16.91967155616804,selected
least NUM,0.001532667956115761,16.912596859047895,selected
hide,0.001571283706883732,16.90372474111415,selected
strengthen,0.0013883726922349008,16.892730353367966,selected
man utd,0.0004166957419654752,16.884128039991975,selected
cause,0.0029718268134263006,16.882188597925165,selected
across country,0.0005186430283711626,16.87775727858988,selected
size,0.001510302895968321,16.877401030481003,selected
joint,0.0013832812625356762,16.870193048808947,selected
PERSON almost,0.0005383153705433639,16.86487549232769,selected
resist,0.0006394442182116922,16.863812517693994,selected
negotiation,0.0013256374578296333,16.86230017563786,selected
associate,0.0011067259355638335,16.842816589485224,selected
PERSON head,0.001905949656972462,16.830479594935372,selected
meet PERSON,0.0011251205727592214,16.8300995405651,selected
birth,0.0006139468478957992,16.82298319675901,selected
endure,0.0007005744196030884,16.817377826686744,selected
would give,0.0007382157821714692,16.814807355958035,selected
incentive,0.000551377398727802,16.812613554958993,selected
tank,0.000612039136700044,16.81140784519083,selected
train,0.0017597748681843397,16.807130668965225,selected
religious,0.0007712020527078809,16.80467843836215,selected
concerned,0.0012864819316777772,16.80174186718128,selected
PERSON follow,0.0009827136970290257,16.797721181255987,selected
divide,0.0008470790407990225,16.794423041649427,selected
least MONEY,0.0004741269826697114,16.791199627937935,selected
difficult,0.003062253460347365,16.79015793954953,selected
defeat ireland,0.00025364335814713387,16.773120876148347,selected
fratton,0.00026935126146445916,16.773120876148347,selected
cole PERSON,0.0003178463449067056,16.773120876148347,selected
tournament say,0.0003054815602711206,16.773120876148347,selected
game charge,0.0002735608554322364,16.773120876148347,selected
foul PERSON,0.0002495301425514179,16.773120876148347,selected
tottenham PERSON,0.0002956868429585213,16.773120876148347,selected
indoor title,0.00014819894432100946,16.773120876148347,selected
time arsenal,0.00021542581642454902,16.773120876148347,selected
thg,0.0003699863872825979,16.773120876148347,selected
like play,0.00031162998559765157,16.773120876148347,selected
european football,0.00030166354106141537,16.773120876148347,selected
link move,0.0002631744412388009,16.773120876148347,selected
moment later,0.0002420495523914235,16.773120876148347,selected
reach last,0.0003571494504283007,16.773120876148347,selected
body iaaf,0.00022787092417113255,16.773120876148347,selected
far post,0.00022390758076613069,16.773120876148347,selected
PERSON winger,0.00028631228684928564,16.773120876148347,selected
PERSON penalty,0.00029909382594825267,16.773120876148347,selected
tiago,0.00021986231782491022,16.773120876148347,selected
ireland coach,0.00023349597771396406,16.773120876148347,selected
ireland game,0.00019900973254005833,16.773120876148347,selected
irish line,0.00018851200303333883,16.773120876148347,selected
irish lions,0.0002232460575148284,16.773120876148347,selected
win penalty,0.00023580420395496814,16.773120876148347,selected
ban substance,0.00027623756204242847,16.773120876148347,selected
fail drug,0.00020191907414933782,16.773120876148347,selected
NUM rugby,0.00021779347604788593,16.773120876148347,selected
debutant,0.00022134292615173126,16.773120876148347,selected
PERSON tough,0.00021414423373414075,16.773120876148347,selected
northern hemisphere,0.00023628941015241568,16.773120876148347,selected
break serve,0.0002130773952131473,16.773120876148347,selected
fellow american,0.00029230497950464684,16.773120876148347,selected
go play,0.00021241705234230961,16.773120876148347,selected
NUM away,0.00021517080798793157,16.773120876148347,selected
PERSON thompson,0.00024186158649085513,16.773120876148347,selected
